period,org_code,parent_org,org_name,aande_attendances_type_1,aande_attendances_type_2,aande_attendances_other_aande_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,patients_who_have_waited_4_12_hs_from_dta_to_admission,patients_who_have_waited_12plus_hrs_from_dta_to_admission,emergency_admissions_via_aande___type_1,emergency_admissions_via_aande___type_2,emergency_admissions_via_aande___other_aande_department,other_emergency_admissions,source_file,aande_attendances_booked_appointments_type_1,aande_attendances_booked_appointments_type_2,aande_attendances_booked_appointments_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,total_attendances,total_booked_attendances,total_over_4hrs,total_booked_over_4hrs,total_dta_waits,total_emergency_admissions,over_4hr_rate,booked_over_4hr_rate,admission_rate,year,month,quarter,month_sin,month_cos,lag_1,lag_3,lag_6,lag_12,rolling_mean_3,rolling_mean_6,rolling_std_3
2021-04-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,155,0,0,0,0,0,0,0,0,0,April-2021-revised-120522-ABC456.csv,0.0,0.0,0.0,0.0,0.0,0.0,155,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,4,2,0.8660254037844387,-0.4999999999999998,191.0,102.0,155.0,99.0,139.33333333333334,138.83333333333334,46.19884558442271
2021-05-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,180,0,0,0,0,0,0,0,0,0,May-2021-revised-120522-DEF678.csv,0.0,0.0,0.0,0.0,0.0,0.0,180,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,5,2,0.49999999999999994,-0.8660254037844387,155.0,125.0,147.0,130.0,157.0,138.83333333333334,33.045423283716616
2021-06-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,255,0,0,0,0,0,0,0,0,0,June-2021-revised-120522-GHI999.csv,0.0,0.0,0.0,0.0,0.0,0.0,255,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,6,2,1.2246467991473532e-16,-1.0,180.0,191.0,113.0,181.0,175.33333333333334,144.33333333333334,18.448125469362296
2021-07-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,203,0,0,0,0,0,0,0,0,0,July-2021-revised-120522-CBA304.csv,0.0,0.0,0.0,0.0,0.0,0.0,203,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,7,3,-0.4999999999999997,-0.8660254037844388,255.0,155.0,102.0,203.0,196.66666666666666,168.0,52.041649986653326
2021-08-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,204,0,0,0,0,0,0,0,0,0,August-2021-revised-120522-CCC324.csv,0.0,0.0,0.0,0.0,0.0,0.0,204,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,8,3,-0.8660254037844384,-0.5000000000000004,203.0,180.0,125.0,189.0,212.66666666666666,184.83333333333334,38.42308333974949
2021-09-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,191,0,0,1,0,0,0,0,0,0,September-2021-revised-120522-TSU879.csv,0.0,0.0,0.0,0.0,0.0,0.0,191,0.0,1,0.0,0,0,0.0052356020942408,0.0,0.0,2021,9,3,-1.0,-1.8369701987210297e-16,204.0,255.0,191.0,181.0,220.66666666666666,198.0,29.737742572921277
2021-10-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,173,0,0,3,0,0,0,0,0,0,October-2021-revised-120522-aaa111.csv,0.0,0.0,0.0,0.0,0.0,0.0,173,0.0,3,0.0,0,0,0.0173410404624277,0.0,0.0,2021,10,4,-0.8660254037844386,0.5000000000000001,191.0,203.0,155.0,155.0,199.33333333333334,198.0,7.23417813807031
2021-11-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,201,0,0,0,0,0,0,0,0,0,November-2021-revised-120522-CDE131.csv,0.0,0.0,0.0,0.0,0.0,0.0,201,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,11,4,-0.5000000000000004,0.8660254037844384,173.0,204.0,180.0,147.0,189.33333333333334,201.0,15.567059238447529
2021-12-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,173,0,0,0,0,0,0,0,0,0,December-2021-revised-120522-abc323.csv,0.0,0.0,0.0,0.0,0.0,0.0,173,0.0,0,0.0,0,0,0.0,0.0,0.0,2021,12,4,-2.4492935982947064e-16,1.0,201.0,191.0,255.0,113.0,188.33333333333334,204.5,14.189197769195218
2022-01-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,155,0,0,1,0,0,0,0,0,0,January-2022-revised-120522-bbb333.csv,0.0,0.0,0.0,0.0,0.0,0.0,155,0.0,1,0.0,0,0,0.0064516129032258,0.0,0.0,2022,1,1,0.49999999999999994,0.8660254037844387,173.0,173.0,203.0,102.0,182.33333333333334,190.83333333333334,16.16580753730956
2022-02-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,152,0,0,0,0,0,0,0,0,0,February-2022-revised-120522-cag124.csv,0.0,0.0,0.0,0.0,0.0,0.0,152,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,2,1,0.8660254037844386,0.5000000000000001,155.0,201.0,204.0,125.0,176.33333333333334,182.83333333333334,23.180451534284977
2022-03-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,185,0,0,3,0,0,0,0,0,0,March-2022-revised-120522-cab316.csv,0.0,0.0,0.0,0.0,0.0,0.0,185,0.0,3,0.0,0,0,0.0162162162162162,0.0,0.0,2022,3,1,1.0,6.123233995736766e-17,152.0,173.0,191.0,191.0,160.0,174.16666666666666,11.357816691600616
2022-05-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,288,0,0,5,0,0,0,0,0,0,May-2022-revised-110523-bbb222.csv,0.0,0.0,0.0,0.0,0.0,0.0,288,0.0,5,0.0,0,0,0.0173611111111111,0.0,0.0,2022,5,2,0.49999999999999994,-0.8660254037844387,185.0,155.0,173.0,155.0,164.0,173.16666666666666,18.2482875908947
2022-06-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,216,0,0,1,0,0,0,0,0,0,June-2022-revised-110523-ccc333.csv,0.0,0.0,0.0,0.0,0.0,0.0,216,0.0,1,0.0,0,0,0.0046296296296296,0.0,0.0,2022,6,2,1.2246467991473532e-16,-1.0,288.0,152.0,201.0,180.0,208.33333333333334,192.33333333333334,70.938940881108
2022-07-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,200,0,0,0,0,0,0,0,0,0,July-2022-revised-110523-ddd444.csv,0.0,0.0,0.0,0.0,0.0,0.0,200,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,7,3,-0.4999999999999997,-0.8660254037844388,216.0,185.0,173.0,255.0,229.66666666666666,194.83333333333334,52.84253337353665
2022-08-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,226,0,0,0,0,0,0,0,0,0,August-2022-revised-110523-eee555.csv,0.0,0.0,0.0,0.0,0.0,0.0,226,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,8,3,-0.8660254037844384,-0.5000000000000004,200.0,288.0,155.0,203.0,234.66666666666666,199.33333333333334,46.87572221665853
2022-09-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,227,0,0,0,0,0,0,0,0,0,September-2022-revised-110523-fff666.csv,0.0,0.0,0.0,0.0,0.0,0.0,227,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,9,3,-1.0,-1.8369701987210297e-16,226.0,216.0,152.0,204.0,214.0,211.16666666666666,13.114877048604
2022-10-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,257,0,0,0,0,0,0,0,0,0,October-2022-revised-110523-ggg777.csv,0.0,0.0,0.0,0.0,0.0,0.0,257,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,10,4,-0.8660254037844386,0.5000000000000001,227.0,200.0,185.0,191.0,217.66666666666666,223.66666666666666,15.307950004273382
2022-11-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,254,0,0,0,0,0,0,0,0,0,November-2022-revised-110523-hhh888.csv,0.0,0.0,0.0,0.0,0.0,0.0,254,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,11,4,-0.5000000000000004,0.8660254037844384,257.0,226.0,288.0,173.0,236.66666666666666,235.66666666666666,17.616280348965095
2022-12-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,257,0,0,0,0,0,0,0,0,0,December-2022-revised-110523-iii999.csv,0.0,0.0,0.0,0.0,0.0,0.0,257,0.0,0,0.0,0,0,0.0,0.0,0.0,2022,12,4,-2.4492935982947064e-16,1.0,254.0,227.0,216.0,201.0,246.0,230.0,16.52271164185832
2023-01-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,227,0,0,0,0,0,0,0,0,0,January-2023-revised-110523-jjj10a.csv,0.0,0.0,0.0,0.0,0.0,0.0,227,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,1,1,0.49999999999999994,0.8660254037844387,257.0,257.0,200.0,173.0,256.0,236.83333333333334,1.7320508075690086
2023-02-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,272,0,0,0,0,0,0,0,0,0,February-2023-revised-110523-kkk11b.csv,0.0,0.0,0.0,0.0,0.0,0.0,272,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,2,1,0.8660254037844386,0.5000000000000001,227.0,254.0,226.0,155.0,246.0,241.33333333333334,16.52271164185832
2023-03-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,310,0,0,1,0,0,0,0,0,0,March-2023-revised-110523-lll12c.csv,0.0,0.0,0.0,0.0,0.0,0.0,310,0.0,1,0.0,0,0,0.0032258064516129,0.0,0.0,2023,3,1,1.0,6.123233995736766e-17,272.0,257.0,227.0,152.0,252.0,249.0,22.91287847477921
2023-04-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,258,0,0,0,0,0,0,0,0,0,April-2023-revised-130624-defv1.csv,0.0,0.0,0.0,0.0,0.0,0.0,258,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,4,2,0.8660254037844387,-0.4999999999999998,310.0,227.0,257.0,185.0,269.6666666666667,262.8333333333333,41.54916766113773
2023-05-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,410,0,0,0,0,0,0,0,0,0,May-2023-revised-130624-aaabbdd.csv,0.0,0.0,0.0,0.0,0.0,0.0,410,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,5,2,0.49999999999999994,-0.8660254037844387,258.0,272.0,254.0,288.0,280.0,263.0,26.90724809414741
2023-06-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,505,0,0,1,0,0,0,0,0,0,June-2023-revised-130624-ndcvf47.csv,0.0,0.0,0.0,0.0,0.0,0.0,505,0.0,1,0.0,0,0,0.0019801980198019,0.0,0.0,2023,6,2,1.2246467991473532e-16,-1.0,410.0,310.0,257.0,216.0,326.0,289.0,77.25283166331185
2023-07-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,416,0,0,0,0,0,0,0,0,0,July-2023-revised-130624-ign340.csv,0.0,0.0,0.0,0.0,0.0,0.0,416,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,7,3,-0.4999999999999997,-0.8660254037844388,505.0,258.0,227.0,200.0,391.0,330.3333333333333,124.591331961738
2023-08-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,477,0,0,0,0,0,0,0,0,0,August-2023-revised-130624-ndx091.csv,0.0,0.0,0.0,0.0,0.0,0.0,477,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,8,3,-0.8660254037844384,-0.5000000000000004,416.0,410.0,272.0,226.0,443.6666666666667,361.8333333333333,53.20087718575074
2023-09-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,421,0,0,1,0,0,0,0,0,0,September-2023-revised-130624-odh304.csv,0.0,0.0,0.0,0.0,0.0,0.0,421,0.0,1,0.0,0,0,0.002375296912114,0.0,0.0,2023,9,3,-1.0,-1.8369701987210297e-16,477.0,505.0,310.0,227.0,466.0,396.0,45.50824101193101
2023-10-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,407,0,0,1,0,0,0,0,0,0,October-2023-revised-130624-nbe280.csv,0.0,0.0,0.0,0.0,0.0,0.0,407,0.0,1,0.0,0,0,0.0024570024570024,0.0,0.0,2023,10,4,-0.8660254037844386,0.5000000000000001,421.0,416.0,258.0,257.0,438.0,414.5,33.8673884437522
2023-11-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,439,0,0,0,0,0,0,0,0,0,November-2023-revised-130624-vmw208.csv,0.0,0.0,0.0,0.0,0.0,0.0,439,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,11,4,-0.5000000000000004,0.8660254037844384,407.0,477.0,410.0,254.0,435.0,439.3333333333333,37.04051835490427
2023-12-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,474,0,0,0,0,0,0,0,0,0,December-2023-revised-130624-nbe280.csv,0.0,0.0,0.0,0.0,0.0,0.0,474,0.0,0,0.0,0,0,0.0,0.0,0.0,2023,12,4,-2.4492935982947064e-16,1.0,439.0,421.0,505.0,257.0,422.3333333333333,444.1666666666667,16.041612554021295
2024-01-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,452,0,0,0,0,0,0,0,0,0,January-2024-revised-130624-ddff.csv,0.0,0.0,0.0,0.0,0.0,0.0,452,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,1,1,0.49999999999999994,0.8660254037844387,474.0,407.0,416.0,227.0,440.0,439.0,33.511192160232085
2024-02-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,455,0,0,2,0,0,0,0,0,0,February-2024-revised-130624-ef123ty.csv,0.0,0.0,0.0,0.0,0.0,0.0,455,0.0,2,0.0,0,0,0.0043956043956043,0.0,0.0,2024,2,1,0.8660254037844386,0.5000000000000001,452.0,439.0,477.0,272.0,455.0,445.0,17.69180601295414
2024-03-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,532,0,0,1,0,0,0,0,0,0,March-2024-revised-130624-abcdef123.csv,0.0,0.0,0.0,0.0,0.0,0.0,532,0.0,1,0.0,0,0,0.0018796992481203,0.0,0.0,2024,3,1,1.0,6.123233995736766e-17,455.0,474.0,421.0,310.0,460.3333333333333,441.3333333333333,11.93035344544886
2024-04-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,546,0,0,0,0,0,0,0,0,0,Monthly-AE-April-2024-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,546,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,4,2,0.8660254037844387,-0.4999999999999998,532.0,452.0,407.0,258.0,479.6666666666667,459.8333333333333,45.346811721810525
2024-05-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,620,0,0,0,0,0,0,0,0,0,Monthly-AE-May-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,620,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,5,2,0.49999999999999994,-0.8660254037844387,546.0,455.0,439.0,410.0,511.0,483.0,48.99999999999999
2024-06-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,574,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,574,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,6,2,1.2246467991473532e-16,-1.0,620.0,532.0,474.0,505.0,566.0,513.1666666666666,47.28636167014755
2024-07-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,656,0,0,0,0,0,0,0,0,0,Monthly-AE-July-2024-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,656,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,574.0,546.0,452.0,416.0,580.0,529.8333333333334,37.3630833845388
2024-08-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,552,0,0,0,0,0,0,0,0,0,Monthly-AE-August-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,552,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,8,3,-0.8660254037844384,-0.5000000000000004,656.0,620.0,455.0,477.0,616.6666666666666,563.8333333333334,41.10150037812894
2024-09-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,515,0,0,0,0,0,0,0,0,0,Monthly-AE-September-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,515,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,9,3,-1.0,-1.8369701987210297e-16,552.0,574.0,532.0,421.0,594.0,580.0,54.80875842417888
2024-10-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,499,0,0,0,0,0,0,0,0,0,Monthly-AE-October-2024-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,499,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,10,4,-0.8660254037844386,0.5000000000000001,515.0,656.0,546.0,407.0,574.3333333333334,577.1666666666666,73.10494739300026
2024-11-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,516,0,0,0,0,0,0,0,0,0,Monthly-AE-November-2024-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,516,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,11,4,-0.5000000000000004,0.8660254037844384,499.0,552.0,620.0,439.0,522.0,569.3333333333334,27.18455443813644
2024-12-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,547,0,0,0,0,0,0,0,0,0,Monthly-AE-December-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,547,0.0,0,0.0,0,0,0.0,0.0,0.0,2024,12,4,-2.4492935982947064e-16,1.0,516.0,515.0,574.0,474.0,510.0,552.0,9.539392014169648
2025-01-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,599,0,0,0,0,0,0,0,0,0,Monthly-AE-January-2025.csv,0.0,0.0,0.0,0.0,0.0,0.0,599,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,1,1,0.49999999999999994,0.8660254037844387,547.0,499.0,656.0,452.0,520.6666666666666,547.5,24.33789911502917
2025-02-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,545,0,0,0,0,0,0,0,0,0,Monthly-AE-February-2025-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,545,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,2,1,0.8660254037844386,0.5000000000000001,599.0,516.0,552.0,455.0,554.0,538.0,41.940433951021596
2025-03-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,707,0,0,0,0,0,0,0,0,0,Monthly-AE-March-2025.csv,0.0,0.0,0.0,0.0,0.0,0.0,707,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,3,1,1.0,6.123233995736766e-17,545.0,547.0,515.0,532.0,563.6666666666666,536.8333333333334,30.61590000854683
2025-04-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,536,0,0,0,0,0,0,0,0,0,April-2025-CSV-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,536,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,4,2,0.8660254037844387,-0.4999999999999998,707.0,599.0,499.0,546.0,617.0,568.8333333333334,82.48636250920515
2025-05-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,524,0,0,0,0,0,0,0,0,0,May-2025-CSV-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,524,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,5,2,0.49999999999999994,-0.8660254037844387,536.0,545.0,516.0,620.0,596.0,575.0,96.23408959407267
2025-06-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,611,0,0,0,0,0,0,0,0,0,June-2025-CSV-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,611,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,6,2,1.2246467991473532e-16,-1.0,524.0,707.0,547.0,574.0,589.0,576.3333333333334,102.3669868658837
2025-07-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,688,0,0,0,0,0,0,0,0,0,July-2025-CSV-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,688,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,611.0,536.0,599.0,656.0,557.0,587.0,47.14870093650519
2025-08-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,482,0,0,0,0,0,0,0,0,0,August-2025-CSV-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,482,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,8,3,-0.8660254037844384,-0.5000000000000004,688.0,524.0,545.0,552.0,607.6666666666666,601.8333333333334,82.05079727420899
2025-09-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,593,0,0,0,0,0,0,0,0,0,September-2025-CSV-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,593,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,9,3,-1.0,-1.8369701987210297e-16,482.0,611.0,707.0,515.0,593.6666666666666,591.3333333333334,104.08810370706799
2025-10-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,609,0,0,0,0,0,0,0,0,0,October-2025-CSV-hg6dl.csv,0.0,0.0,0.0,0.0,0.0,0.0,609,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,10,4,-0.8660254037844386,0.5000000000000001,593.0,688.0,536.0,499.0,587.6666666666666,572.3333333333334,103.1035078614367
2025-11-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,503,0,0,0,0,0,0,0,0,0,November-2025-CSV-G9pr3.csv,0.0,0.0,0.0,0.0,0.0,0.0,503,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,11,4,-0.5000000000000004,0.8660254037844384,609.0,482.0,524.0,516.0,561.3333333333334,584.5,69.16887546673964
2025-12-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,587,0,0,0,0,0,0,0,0,0,December-2025-CSV-K7F4Sp.csv,0.0,0.0,0.0,0.0,0.0,0.0,587,0.0,0,0.0,0,0,0.0,0.0,0.0,2025,12,4,-2.4492935982947064e-16,1.0,503.0,593.0,611.0,547.0,568.3333333333334,581.0,57.143095237599226
2026-01-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,589,0,0,1,0,0,0,0,0,0,January-2026-CSV-S6H81b.csv,0.0,0.0,0.0,0.0,0.0,0.0,589,0.0,1,0.0,0,0,0.0016977928692699,0.0,0.0,2026,1,1,0.49999999999999994,0.8660254037844387,587.0,609.0,688.0,599.0,566.3333333333334,577.0,55.94044452212849
2026-02-01,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,537,0,0,0,0,0,0,0,0,0,February-2026-CSV-Dl8t54.csv,0.0,0.0,0.0,0.0,0.0,0.0,537,0.0,0,0.0,0,0,0.0,0.0,0.0,2026,2,1,0.8660254037844386,0.5000000000000001,589.0,503.0,482.0,545.0,559.6666666666666,560.5,49.08496035786662
2021-04-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,905,0,0,1,0,0,0,0,0,0,April-2021-revised-120522-ABC456.csv,0.0,0.0,0.0,0.0,0.0,0.0,905,0.0,1,0.0,0,0,0.0011049723756906,0.0,0.0,2021,4,2,0.8660254037844387,-0.4999999999999998,726.0,619.0,699.0,394.0,641.3333333333334,641.0,76.00219295081764
2021-05-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,830,0,0,1,0,0,0,0,0,0,May-2021-revised-120522-DEF678.csv,0.0,0.0,0.0,0.0,0.0,0.0,830,0.0,1,0.0,0,0,0.0012048192771084,0.0,0.0,2021,5,2,0.49999999999999994,-0.8660254037844387,905.0,579.0,623.0,519.0,736.6666666666666,675.3333333333334,163.26154885132422
2021-06-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,1021,0,0,2,0,0,0,0,0,0,June-2021-revised-120522-GHI999.csv,0.0,0.0,0.0,0.0,0.0,0.0,1021,0.0,2,0.0,0,0,0.0019588638589618,0.0,0.0,2021,6,2,1.2246467991473532e-16,-1.0,830.0,726.0,600.0,647.0,820.3333333333334,709.8333333333334,89.89067434018574
2021-07-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,1065,0,0,2,0,0,0,0,0,0,July-2021-revised-120522-CBA304.csv,0.0,0.0,0.0,0.0,0.0,0.0,1065,0.0,2,0.0,0,0,0.0018779342723004,0.0,0.0,2021,7,3,-0.4999999999999997,-0.8660254037844388,1021.0,905.0,619.0,808.0,918.6666666666666,780.0,96.23062575569863
2021-08-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,901,0,0,1,0,0,0,0,0,0,August-2021-revised-120522-CCC324.csv,0.0,0.0,0.0,0.0,0.0,0.0,901,0.0,1,0.0,0,0,0.0011098779134295,0.0,0.0,2021,8,3,-0.8660254037844384,-0.5000000000000004,1065.0,830.0,579.0,910.0,972.0,854.3333333333334,124.92797925204744
2021-09-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,1055,0,0,5,0,0,0,0,0,0,September-2021-revised-120522-TSU879.csv,0.0,0.0,0.0,0.0,0.0,0.0,1055,0.0,5,0.0,0,0,0.0047393364928909,0.0,0.0,2021,9,3,-1.0,-1.8369701987210297e-16,901.0,1021.0,726.0,904.0,995.6666666666666,908.0,84.88423489278398
2021-10-01,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,0,0,957,0,0,1,0,0,0,0,0,0,October-2021-revised-120522-aaa111.csv,0.0,0.0,0.0,0.0,0.0,0.0,957,0.0,1,0.0,0,0,0.0010449320794148,0.0,0.0,2021,10,4,-0.8660254037844386,0.5000000000000001,1055.0,1065.0,905.0,699.0,1007.0,962.8333333333334,91.93475947648957
