period,org_code,parent_org,org_name,aande_attendances_type_1,aande_attendances_type_2,aande_attendances_other_aande_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,patients_who_have_waited_4_12_hs_from_dta_to_admission,patients_who_have_waited_12plus_hrs_from_dta_to_admission,emergency_admissions_via_aande___type_1,emergency_admissions_via_aande___type_2,emergency_admissions_via_aande___other_aande_department,other_emergency_admissions,source_file,aande_attendances_booked_appointments_type_1,aande_attendances_booked_appointments_type_2,aande_attendances_booked_appointments_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,total_attendances,total_booked_attendances,total_over_4hrs,total_booked_over_4hrs,total_dta_waits,total_emergency_admissions,over_4hr_rate,booked_over_4hr_rate,admission_rate
2023-11-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17429,0,7179,7511,0,291,536,343,7531,0,0,607,November-2023-revised-130624-vmw208.csv,390.0,0.0,0.0,89.0,0.0,0.0,24608,390.0,7802,89.0,879,8138,0.31705136540962287,0.2282051282051282,0.33070546163849157
2023-12-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17532,0,7181,7689,0,195,401,384,7146,0,0,527,December-2023-revised-130624-nbe280.csv,389.0,0.0,0.0,80.0,0.0,0.0,24713,389.0,7884,80.0,785,7673,0.31902237688665885,0.20565552699228792,0.3104843604580585
2024-01-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17886,0,7799,7912,0,396,504,436,7414,0,0,640,January-2024-revised-130624-ddff.csv,447.0,0.0,0.0,84.0,0.0,0.0,25685,447.0,8308,84.0,940,8054,0.32345727078061126,0.18791946308724833,0.3135682304847187
2024-02-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17234,0,7189,7534,0,634,435,431,7110,0,0,586,February-2024-revised-130624-ef123ty.csv,382.0,0.0,0.0,75.0,0.0,0.0,24423,382.0,8168,75.0,866,7696,0.33443884862629486,0.19633507853403143,0.3151128035048929
2024-03-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18465,0,7972,6876,0,420,591,344,7529,0,0,609,March-2024-revised-130624-abcdef123.csv,386.0,0.0,0.0,64.0,0.0,0.0,26437,386.0,7296,64.0,935,8138,0.27597685062601657,0.16580310880829016,0.30782615274047737
2024-04-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16959,0,7515,7393,0,169,563,302,7177,0,0,613,Monthly-AE-April-2024-revised.csv,414.0,0.0,0.0,59.0,0.0,0.0,24474,414.0,7562,59.0,865,7790,0.3089809593854703,0.14251207729468598,0.3182969682111629
2024-05-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18018,0,7916,7995,0,316,581,382,7463,0,0,663,Monthly-AE-May-2024.csv,431.0,0.0,0.0,66.0,0.0,0.0,25934,431.0,8311,66.0,963,8126,0.3204673401712038,0.1531322505800464,0.3133338474589342
2024-06-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16606,0,7186,6364,0,206,589,311,6800,0,0,632,Monthly-AE-June-2024.csv,387.0,0.0,0.0,47.0,0.0,0.0,23792,387.0,6570,47.0,900,7432,0.2761432414256893,0.12144702842377261,0.312373907195696
2024-07-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17086,0,7411,6076,0,213,660,385,7272,0,0,623,Monthly-AE-July-2024-revised.csv,434.0,0.0,0.0,74.0,0.0,0.0,24497,434.0,6289,74.0,1045,7895,0.2567253133036698,0.17050691244239632,0.3222843613503694
2024-08-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15686,0,6746,5312,0,41,718,298,6935,0,0,587,Monthly-AE-August-2024.csv,426.0,0.0,0.0,46.0,0.0,0.0,22432,426.0,5353,46.0,1016,7522,0.23863231098430812,0.107981220657277,0.33532453637660486
2024-09-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15845,0,6698,5617,0,217,608,318,6805,0,0,593,Monthly-AE-September-2024.csv,389.0,0.0,0.0,53.0,0.0,0.0,22543,389.0,5834,53.0,926,7398,0.25879430421860444,0.13624678663239073,0.328172825267267
2024-10-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17574,0,7443,6758,0,147,610,393,7520,0,7,720,Monthly-AE-October-2024-revised.csv,449.0,0.0,0.0,78.0,0.0,0.0,25017,449.0,6905,78.0,1003,8247,0.2760123116280929,0.17371937639198218,0.32965583403285764
2024-11-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17192,0,7066,6415,0,103,617,381,7587,0,0,620,Monthly-AE-November-2024-revised.csv,439.0,0.0,0.0,80.0,0.0,0.0,24258,439.0,6518,80.0,998,8207,0.268694863550169,0.18223234624145787,0.33832137851430455
2024-12-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16950,0,7181,6749,0,214,594,426,7586,0,0,600,Monthly-AE-December-2024.csv,538.0,0.0,0.0,94.0,0.0,0.0,24131,538.0,6963,94.0,1020,8186,0.2885499979279765,0.17472118959107807,0.3392316936720401
2025-01-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16188,0,6642,6164,0,53,452,482,7454,0,0,762,Monthly-AE-January-2025.csv,415.0,0.0,0.0,46.0,0.0,0.0,22830,415.0,6217,46.0,934,8216,0.27231712658782303,0.1108433734939759,0.3598773543583005
2025-02-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15299,0,6647,5562,0,133,499,400,7357,0,0,549,Monthly-AE-February-2025-revised.csv,427.0,0.0,0.0,52.0,0.0,0.0,21946,427.0,5695,52.0,899,7906,0.259500592363073,0.12177985948477751,0.3602478811628543
2025-03-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17832,0,7558,6436,0,147,652,363,8282,0,0,679,Monthly-AE-March-2025.csv,478.0,0.0,0.0,70.0,0.0,0.0,25390,478.0,6583,70.0,1015,8961,0.2592753052382828,0.14644351464435146,0.3529342260732572
2025-04-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16848,0,7163,5987,0,140,490,349,7715,0,0,661,April-2025-CSV-revised.csv,321.0,0.0,0.0,47.0,0.0,0.0,24011,321.0,6127,47.0,839,8376,0.255174711590521,0.14641744548286603,0.3488401149473158
2025-05-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17566,0,7465,6302,0,171,547,366,7747,0,0,706,May-2025-CSV-revised.csv,426.0,0.0,0.0,44.0,0.0,0.0,25031,426.0,6473,44.0,913,8453,0.2585993368223403,0.10328638497652583,0.3377012504494427
2025-06-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17147,0,7253,6357,0,98,597,264,7553,0,0,748,June-2025-CSV-revised.csv,423.0,0.0,0.0,36.0,0.0,0.0,24400,423.0,6455,36.0,861,8301,0.26454918032786884,0.0851063829787234,0.3402049180327869
2025-07-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18132,0,7478,6769,0,41,671,187,8103,0,0,706,July-2025-CSV-revised.csv,426.0,0.0,0.0,47.0,0.0,0.0,25610,426.0,6810,47.0,858,8809,0.2659117532213979,0.11032863849765258,0.343967200312378
2025-08-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16472,0,7270,6432,0,79,566,290,7471,0,0,623,August-2025-CSV-revised.csv,394.0,0.0,0.0,33.0,0.0,0.0,23742,394.0,6511,33.0,856,8094,0.27423974391373934,0.08375634517766498,0.3409148344705585
2025-09-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17140,0,6989,6435,0,84,564,367,7822,0,0,635,September-2025-CSV-revised.csv,360.0,0.0,0.0,28.0,0.0,0.0,24129,360.0,6519,28.0,931,8457,0.2701728210866592,0.07777777777777778,0.350491110282233
2025-10-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,18638,0,7376,7006,0,66,515,508,8078,0,0,712,October-2025-CSV-hg6dl.csv,149.0,0.0,0.0,13.0,0.0,0.0,26014,149.0,7072,13.0,1023,8790,0.27185361728300145,0.087248322147651,0.33789497962635506
2025-11-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17705,0,7184,6946,0,120,520,471,7419,0,0,658,November-2025-CSV-G9pr3.csv,204.0,0.0,0.0,46.0,0.0,0.0,24889,204.0,7066,46.0,991,8077,0.28390051830125757,0.22549019607843138,0.32452087267467555
2025-12-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17740,0,7162,7414,0,127,570,497,7162,0,0,647,December-2025-CSV-K7F4Sp.csv,246.0,0.0,0.0,65.0,0.0,0.0,24902,246.0,7541,65.0,1067,7809,0.3028270821620753,0.26422764227642276,0.31358926993815756
2026-01-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17418,0,7205,6696,0,72,410,573,7732,0,0,647,January-2026-CSV-S6H81b.csv,162.0,0.0,0.0,21.0,0.0,0.0,24623,162.0,6768,21.0,983,8379,0.2748649636518702,0.12962962962962962,0.3402915972870893
2026-02-01,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,15685,0,6585,6218,0,88,389,480,6608,0,0,654,February-2026-CSV-Dl8t54.csv,214.0,0.0,0.0,42.0,0.0,0.0,22270,214.0,6306,42.0,869,7262,0.28316120341266277,0.19626168224299065,0.32608890884598113
2020-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,519,0,0,0,0,0,0,0,0,92,April-2020-revised-260421-abc123.csv,0.0,0.0,0.0,0.0,0.0,0.0,519,0.0,0,0.0,0,92,0.0,0.0,0.17726396917148363
2020-05-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,679,0,0,0,0,0,0,0,0,105,May-2020-revised-260421-de345.csv,0.0,0.0,0.0,0.0,0.0,0.0,679,0.0,0,0.0,0,105,0.0,0.0,0.15463917525773196
2020-06-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,777,0,0,0,0,0,0,0,0,121,June-2020-revised-260421-df453.csv,0.0,0.0,0.0,0.0,0.0,0.0,777,0.0,0,0.0,0,121,0.0,0.0,0.15572715572715573
2020-07-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,952,0,0,0,0,0,0,0,0,98,July-2020-revised-270421-cd305.csv,0.0,0.0,0.0,0.0,0.0,0.0,952,0.0,0,0.0,0,98,0.0,0.0,0.10294117647058823
2020-08-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1093,0,0,0,0,0,0,0,0,125,August-2020-revised-270421-gh920.csv,0.0,0.0,0.0,0.0,0.0,0.0,1093,0.0,0,0.0,0,125,0.0,0.0,0.11436413540713632
2020-09-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1504,0,0,0,0,0,0,0,0,102,September-2020-revised-270421-jh930.csv,0.0,0.0,0.0,0.0,0.0,0.0,1504,0.0,0,0.0,0,102,0.0,0.0,0.0678191489361702
2020-10-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1202,0,0,0,0,0,0,0,0,97,October-2020-revised-270421-dr302.csv,0.0,0.0,0.0,0.0,0.0,0.0,1202,0.0,0,0.0,0,97,0.0,0.0,0.08069883527454243
2020-11-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1404,0,0,0,0,0,0,0,0,112,November-2020-revised-270421-fr452.csv,0.0,0.0,0.0,0.0,0.0,0.0,1404,0.0,0,0.0,0,112,0.0,0.0,0.07977207977207977
2020-12-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1355,0,0,0,0,0,0,0,0,116,December-2020-revised-270421-fd675.csv,0.0,0.0,0.0,0.0,0.0,0.0,1355,0.0,0,0.0,0,116,0.0,0.0,0.08560885608856089
2021-01-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1069,0,0,0,0,0,0,0,0,110,January-2021-revised-280421-er231.csv,0.0,0.0,0.0,0.0,0.0,0.0,1069,0.0,0,0.0,0,110,0.0,0.0,0.1028999064546305
2021-02-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,1118,0,0,0,0,0,0,0,0,127,February-2021-revised-280421-df123.csv,0.0,0.0,0.0,0.0,0.0,0.0,1118,0.0,0,0.0,0,127,0.0,0.0,0.11359570661896243
2021-03-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,2035,0,0,0,0,0,0,0,0,149,March-2021-revised-280421-ce435.csv,0.0,0.0,0.0,0.0,0.0,0.0,2035,0.0,0,0.0,0,149,0.0,0.0,0.07321867321867322
2021-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,226,0,0,0,0,0,0,0,0,150,April-2021-revised-120522-ABC456.csv,0.0,0.0,1152.0,0.0,0.0,0.0,226,1152.0,0,0.0,0,150,0.0,0.0,0.6637168141592921
2021-05-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,325,0,0,0,0,0,0,0,0,152,May-2021-revised-120522-DEF678.csv,0.0,0.0,1749.0,0.0,0.0,0.0,325,1749.0,0,0.0,0,152,0.0,0.0,0.4676923076923077
2021-06-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,647,0,0,0,0,0,0,0,0,151,June-2021-revised-120522-GHI999.csv,0.0,0.0,6978.0,0.0,0.0,0.0,647,6978.0,0,0.0,0,151,0.0,0.0,0.23338485316846985
2021-07-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,647,0,0,0,0,0,0,0,0,131,July-2021-revised-120522-CBA304.csv,0.0,0.0,7171.0,0.0,0.0,25.0,647,7171.0,0,25.0,0,131,0.0,0.0034862641193696836,0.20247295208655333
2021-08-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,6012,0,0,7,0,0,0,0,0,151,August-2021-revised-120522-CCC324.csv,0.0,0.0,2688.0,0.0,0.0,0.0,6012,2688.0,7,0.0,0,151,0.001164337990685296,0.0,0.02511643379906853
2021-09-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,7455,0,0,36,0,0,0,0,0,146,September-2021-revised-120522-TSU879.csv,0.0,0.0,3261.0,0.0,0.0,0.0,7455,3261.0,36,0.0,0,146,0.00482897384305835,0.0,0.019584171696847754
2021-10-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,8321,0,0,161,0,0,0,0,0,147,October-2021-revised-120522-aaa111.csv,0.0,0.0,2754.0,0.0,0.0,0.0,8321,2754.0,161,0.0,0,147,0.019348635981252253,0.0,0.01766614589592597
2021-11-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,8585,0,0,124,0,0,0,0,0,151,November-2021-revised-120522-CDE131.csv,0.0,0.0,1796.0,0.0,0.0,0.0,8585,1796.0,124,0.0,0,151,0.014443797320908561,0.0,0.017588817705299943
2021-12-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,10078,0,0,16,0,0,0,0,0,118,December-2021-revised-120522-abc323.csv,0.0,0.0,85.0,0.0,0.0,0.0,10078,85.0,16,0.0,0,118,0.0015876165905933718,0.0,0.011708672355626117
2022-01-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,9909,0,0,61,0,0,0,0,0,124,January-2022-revised-120522-bbb333.csv,0.0,0.0,138.0,0.0,0.0,0.0,9909,138.0,61,0.0,0,124,0.0061560197799979816,0.0,0.012513876274094258
2022-02-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,10103,0,0,71,0,0,0,0,0,127,February-2022-revised-120522-cag124.csv,0.0,0.0,78.0,0.0,0.0,0.0,10103,78.0,71,0.0,0,127,0.007027615559734733,0.0,0.012570523606849451
2022-03-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12844,0,0,36,0,0,0,0,0,116,March-2022-revised-120522-cab316.csv,0.0,0.0,95.0,0.0,0.0,0.0,12844,95.0,36,0.0,0,116,0.002802865151043289,0.0,0.00903145437558393
2022-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12064,0,0,425,0,0,0,0,0,117,April-2022-revised-130624-F4scP.csv,0.0,0.0,46.0,0.0,0.0,0.0,12064,46.0,425,0.0,0,117,0.03522877984084881,0.0,0.009698275862068966
2022-05-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12602,0,0,576,0,0,0,0,0,153,May-2022-revised-110523-bbb222.csv,0.0,0.0,38.0,0.0,0.0,0.0,12602,38.0,576,0.0,0,153,0.04570703063005872,0.0,0.012140930011109347
2022-06-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12122,0,0,899,0,0,0,0,0,98,June-2022-revised-110523-ccc333.csv,0.0,0.0,16.0,0.0,0.0,0.0,12122,16.0,899,0.0,0,98,0.07416267942583732,0.0,0.008084474509156905
2022-07-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11835,0,0,571,0,0,0,0,0,104,July-2022-revised-110523-ddd444.csv,0.0,0.0,0.0,0.0,0.0,0.0,11835,0.0,571,0.0,0,104,0.04824672581326574,0.0,0.008787494719053655
2022-08-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11254,0,0,403,0,0,0,0,0,107,August-2022-revised-110523-eee555.csv,0.0,0.0,0.0,0.0,0.0,0.0,11254,0.0,403,0.0,0,107,0.03580948995912565,0.0,0.009507730584681002
2022-09-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11343,0,0,245,0,0,0,0,0,81,September-2022-revised-110523-fff666.csv,0.0,0.0,0.0,0.0,0.0,0.0,11343,0.0,245,0.0,0,81,0.021599224191131094,0.0,0.007140967997884158
2022-10-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12342,0,0,387,0,0,0,0,0,87,October-2022-revised-110523-ggg777.csv,0.0,0.0,0.0,0.0,0.0,0.0,12342,0.0,387,0.0,0,87,0.03135634419056879,0.0,0.007049100631988332
2022-11-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12929,0,0,450,0,0,0,0,0,91,November-2022-revised-110523-hhh888.csv,0.0,0.0,0.0,0.0,0.0,0.0,12929,0.0,450,0.0,0,91,0.03480547606156702,0.0,0.007038440714672442
2022-12-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,14524,0,0,902,0,0,0,0,0,84,December-2022-revised-110523-iii999.csv,0.0,0.0,0.0,0.0,0.0,0.0,14524,0.0,902,0.0,0,84,0.06210410355274029,0.0,0.005783530707793996
2023-01-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11611,0,0,216,0,0,0,0,0,93,January-2023-revised-110523-jjj10a.csv,0.0,0.0,0.0,0.0,0.0,0.0,11611,0.0,216,0.0,0,93,0.018603048833003188,0.0,0.008009646025320817
2023-02-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11008,0,0,254,0,0,0,0,0,108,February-2023-revised-110523-kkk11b.csv,0.0,0.0,0.0,0.0,0.0,0.0,11008,0.0,254,0.0,0,108,0.023074127906976744,0.0,0.009811046511627907
2023-03-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12501,0,0,280,0,0,0,0,0,110,March-2023-revised-110523-lll12c.csv,0.0,0.0,0.0,0.0,0.0,0.0,12501,0.0,280,0.0,0,110,0.022398208143348534,0.0,0.008799296056315496
2023-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11270,0,0,235,0,0,0,0,0,67,April-2023-revised-130624-defv1.csv,0.0,0.0,0.0,0.0,0.0,0.0,11270,0.0,235,0.0,0,67,0.02085181898846495,0.0,0.005944986690328305
2023-05-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12132,0,0,271,0,0,0,0,0,95,May-2023-revised-130624-aaabbdd.csv,0.0,0.0,0.0,0.0,0.0,0.0,12132,0.0,271,0.0,0,95,0.02233761951862842,0.0,0.007830530827563468
2023-06-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11847,0,0,274,0,0,0,0,0,74,June-2023-revised-130624-ndcvf47.csv,0.0,0.0,0.0,0.0,0.0,0.0,11847,0.0,274,0.0,0,74,0.023128218114290538,0.0,0.006246307081961678
2023-07-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11600,0,0,213,0,0,0,0,0,82,July-2023-revised-130624-ign340.csv,0.0,0.0,0.0,0.0,0.0,0.0,11600,0.0,213,0.0,0,82,0.01836206896551724,0.0,0.007068965517241379
2023-08-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12010,0,0,541,0,0,0,0,0,77,August-2023-revised-130624-ndx091.csv,0.0,0.0,0.0,0.0,0.0,0.0,12010,0.0,541,0.0,0,77,0.04504579517069109,0.0,0.006411323896752706
2023-09-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11616,0,0,1266,0,0,0,0,0,70,September-2023-revised-130624-odh304.csv,0.0,0.0,0.0,0.0,0.0,0.0,11616,0.0,1266,0.0,0,70,0.10898760330578512,0.0,0.006026170798898072
2023-10-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12246,0,0,1313,0,0,0,0,0,84,October-2023-revised-130624-nbe280.csv,0.0,0.0,0.0,0.0,0.0,0.0,12246,0.0,1313,0.0,0,84,0.10721868365180467,0.0,0.006859382655560999
2023-11-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11150,0,0,1265,0,0,0,0,0,80,November-2023-revised-130624-vmw208.csv,0.0,0.0,0.0,0.0,0.0,0.0,11150,0.0,1265,0.0,0,80,0.11345291479820628,0.0,0.007174887892376682
2023-12-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11255,0,0,1511,0,0,0,0,0,66,December-2023-revised-130624-nbe280.csv,0.0,0.0,0.0,0.0,0.0,0.0,11255,0.0,1511,0.0,0,66,0.13425144380275433,0.0,0.005864060417592181
2024-01-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12134,0,0,1714,0,0,0,0,0,78,January-2024-revised-130624-ddff.csv,0.0,0.0,0.0,0.0,0.0,0.0,12134,0.0,1714,0.0,0,78,0.14125597494643152,0.0,0.006428218229767595
2024-02-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11668,0,0,1441,0,0,0,0,0,76,February-2024-revised-130624-ef123ty.csv,0.0,0.0,0.0,0.0,0.0,0.0,11668,0.0,1441,0.0,0,76,0.12350017140898183,0.0,0.006513541309564621
2024-03-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,12633,0,0,1130,0,0,0,0,0,58,March-2024-revised-130624-abcdef123.csv,0.0,0.0,0.0,0.0,0.0,0.0,12633,0.0,1130,0.0,0,58,0.089448270402913,0.0,0.004591150162273411
2024-04-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,10698,0,0,587,0,0,0,0,0,53,Monthly-AE-April-2024-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,10698,0.0,587,0.0,0,53,0.05487006917180781,0.0,0.004954197046176855
2024-05-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11608,0,0,628,0,0,0,0,0,74,Monthly-AE-May-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,11608,0.0,628,0.0,0,74,0.05410062026188835,0.0,0.006374913852515506
2024-06-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,10278,0,0,477,0,0,0,0,0,60,Monthly-AE-June-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,10278,0.0,477,0.0,0,60,0.046409807355516634,0.0,0.005837711617046118
2024-07-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,13110,0,0,160,0,0,0,0,0,34,Monthly-AE-July-2024-revised.csv,0.0,0.0,0.0,0.0,0.0,0.0,13110,0.0,160,0.0,0,34,0.012204424103737605,0.0,0.002593440122044241
2024-08-01,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,11716,0,0,107,0,0,0,0,0,64,Monthly-AE-August-2024.csv,0.0,0.0,0.0,0.0,0.0,0.0,11716,0.0,107,0.0,0,64,0.009132809832707409,0.0,0.0054626152270399455
