period,org_code,parent_org,org_name,aande_attendances_type_1,aande_attendances_type_2,aande_attendances_other_aande_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,patients_who_have_waited_4_12_hs_from_dta_to_admission,patients_who_have_waited_12plus_hrs_from_dta_to_admission,emergency_admissions_via_aande___type_1,emergency_admissions_via_aande___type_2,emergency_admissions_via_aande___other_aande_department,other_emergency_admissions,source_file,aande_attendances_booked_appointments_type_1,aande_attendances_booked_appointments_type_2,aande_attendances_booked_appointments_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,total_attendances,total_booked_attendances,total_over_4hrs,total_booked_over_4hrs,total_dta_waits,total_emergency_admissions,over_4hr_rate,booked_over_4hr_rate,admission_rate
2020-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,2953,182,7,276,0,0,4,0,1006,0,0,287,April-2020-revised-260421-abc123.csv,0.0,0.0,0.0,0.0,0.0,0.0,3142,0.0,276,0.0,4,1293,0.08784213876511776,0.0,0.41152132399745384
2020-05-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,3858,262,1,304,0,0,0,0,1190,0,0,404,May-2020-revised-260421-de345.csv,0.0,0.0,0.0,0.0,0.0,0.0,4121,0.0,304,0.0,0,1594,0.0737685027905848,0.0,0.38679932055326377
2020-06-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4216,309,7,280,0,0,0,0,1314,0,0,467,June-2020-revised-260421-df453.csv,0.0,0.0,0.0,0.0,0.0,0.0,4532,0.0,280,0.0,0,1781,0.0617828773168579,0.0,0.39298323036187116
2020-07-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4668,357,16,316,0,0,2,0,1164,0,0,378,July-2020-revised-270421-cd305.csv,0.0,0.0,0.0,0.0,0.0,0.0,5041,0.0,316,0.0,2,1542,0.06268597500495933,0.0,0.3058916881571117
2020-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4913,332,11,514,0,0,11,0,1266,0,0,357,August-2020-revised-270421-gh920.csv,0.0,0.0,0.0,0.0,0.0,0.0,5256,0.0,514,0.0,11,1623,0.09779299847792998,0.0,0.3087899543378995
2020-09-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4927,296,9,705,0,0,1,0,1306,0,0,397,September-2020-revised-270421-jh930.csv,0.0,0.0,0.0,0.0,0.0,0.0,5232,0.0,705,0.0,1,1703,0.13474770642201836,0.0,0.32549694189602446
2020-10-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4574,408,0,882,0,0,0,1,1232,0,0,524,October-2020-revised-270421-dr302.csv,0.0,0.0,0.0,0.0,0.0,0.0,4982,0.0,882,0.0,1,1756,0.17703733440385389,0.0,0.35246888799678844
2020-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4056,315,5,660,0,0,0,0,1187,0,0,413,November-2020-revised-270421-fr452.csv,0.0,0.0,0.0,0.0,0.0,0.0,4376,0.0,660,0.0,0,1600,0.15082266910420475,0.0,0.3656307129798903
2020-12-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4347,306,0,624,0,0,0,0,1296,0,0,413,December-2020-revised-270421-fd675.csv,0.0,0.0,0.0,0.0,0.0,0.0,4653,0.0,624,0.0,0,1709,0.134107027724049,0.0,0.36728992048140985
2021-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4096,285,6,662,0,0,2,0,1274,0,0,375,January-2021-revised-280421-er231.csv,0.0,0.0,0.0,0.0,0.0,0.0,4387,0.0,662,0.0,2,1649,0.15090038750854798,0.0,0.37588329154319583
2021-02-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,3833,278,0,617,0,0,2,0,1119,0,0,385,February-2021-revised-280421-df123.csv,0.0,0.0,0.0,0.0,0.0,0.0,4111,0.0,617,0.0,2,1504,0.15008513743614693,0.0,0.3658477256142058
2021-03-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5049,405,0,658,0,0,0,0,1309,0,0,556,March-2021-revised-280421-ce435.csv,0.0,0.0,0.0,0.0,0.0,0.0,5454,0.0,658,0.0,0,1865,0.12064539787312065,0.0,0.34195086175284195
2021-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5733,300,3,874,0,0,0,0,1393,0,0,468,April-2021-revised-120522-ABC456.csv,0.0,0.0,0.0,0.0,0.0,0.0,6036,0.0,874,0.0,0,1861,0.1447978793903247,0.0,0.3083167660702452
2021-05-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6061,332,7,1066,0,0,0,0,1585,0,0,523,May-2021-revised-120522-DEF678.csv,0.0,0.0,0.0,0.0,0.0,0.0,6400,0.0,1066,0.0,0,2108,0.1665625,0.0,0.329375
2021-06-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6302,4,358,1480,0,0,1,0,1531,0,0,574,June-2021-revised-120522-GHI999.csv,0.0,0.0,0.0,0.0,0.0,0.0,6664,0.0,1480,0.0,1,2105,0.22208883553421369,0.0,0.31587635054021607
2021-07-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6546,22,327,1926,0,0,0,0,1634,0,0,556,July-2021-revised-120522-CBA304.csv,0.0,0.0,0.0,0.0,0.0,0.0,6895,0.0,1926,0.0,0,2190,0.27933284989122553,0.0,0.31762146482958664
2021-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5448,302,13,1577,0,0,0,0,1529,0,0,461,August-2021-revised-120522-CCC324.csv,442.0,0.0,0.0,129.0,0.0,0.0,5763,442.0,1577,129.0,0,1990,0.273642200242929,0.2918552036199095,0.3453062640985598
2021-09-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5594,304,16,1686,0,0,1,0,1414,0,0,523,September-2021-revised-120522-TSU879.csv,402.0,0.0,0.0,0.0,0.0,0.0,5914,402.0,1686,0.0,1,1937,0.28508623605005073,0.0,0.3275278998985458
2021-10-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5963,288,13,2061,0,0,0,0,1615,0,0,580,October-2021-revised-120522-aaa111.csv,154.0,0.0,0.0,0.0,0.0,0.0,6264,154.0,2061,0.0,0,2195,0.3290229885057471,0.0,0.35041507024265645
2021-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5693,302,32,2223,0,0,1,0,1521,0,0,563,November-2021-revised-120522-CDE131.csv,134.0,0.0,0.0,0.0,0.0,0.0,6027,134.0,2223,0.0,1,2084,0.36884021901443503,0.0,0.34577733532437366
2021-12-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5439,281,35,2238,0,0,0,0,1503,0,0,533,December-2021-revised-120522-abc323.csv,207.0,0.0,0.0,0.0,0.0,0.0,5755,207.0,2238,0.0,0,2036,0.388879235447437,0.0,0.3537793223284101
2022-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5265,279,10,2108,0,0,4,0,1429,0,0,535,January-2022-revised-120522-bbb333.csv,168.0,0.0,0.0,0.0,0.0,0.0,5554,168.0,2108,0.0,4,1964,0.3795462729564278,0.0,0.35361901332373064
2022-02-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5079,269,0,2069,0,0,2,2,1376,0,0,501,February-2022-revised-120522-cag124.csv,154.0,0.0,0.0,0.0,0.0,0.0,5348,154.0,2069,0.0,4,1877,0.3868735976065819,0.0,0.35097232610321616
2022-03-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6302,20,310,2410,0,0,2,11,1626,0,0,569,March-2022-revised-120522-cab316.csv,185.0,0.0,0.0,0.0,0.0,0.0,6632,185.0,2410,0.0,13,2195,0.3633896260554885,0.0,0.3309710494571773
2022-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5641,237,19,2452,0,0,1,0,1456,0,0,500,April-2022-revised-130624-F4scP.csv,209.0,0.0,0.0,0.0,0.0,0.0,5897,209.0,2452,0.0,1,1956,0.41580464643038834,0.0,0.3316940817364762
2022-05-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6212,300,9,2414,0,0,87,3,1546,0,0,563,May-2022-revised-110523-bbb222.csv,166.0,0.0,0.0,0.0,0.0,0.0,6521,166.0,2414,0.0,90,2109,0.3701886213770894,0.0,0.32341665388744056
2022-06-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6086,282,8,2444,0,0,191,1,1452,0,0,560,June-2022-revised-110523-ccc333.csv,195.0,0.0,0.0,0.0,0.0,0.0,6376,195.0,2444,0.0,192,2012,0.3833124215809285,0.0,0.31555834378920955
2022-07-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5984,312,10,2803,0,0,271,10,2138,0,0,614,July-2022-revised-110523-ddd444.csv,404.0,0.0,0.0,0.0,0.0,0.0,6306,404.0,2803,0.0,281,2752,0.44449730415477323,0.0,0.4364097684744688
2022-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5688,319,10,2510,0,0,280,4,1463,0,0,555,August-2022-revised-110523-eee555.csv,181.0,0.0,0.0,0.0,0.0,0.0,6017,181.0,2510,0.0,284,2018,0.4171514043543294,0.0,0.33538308126973576
2022-09-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5273,280,8,2210,0,0,239,14,1503,0,0,560,September-2022-revised-110523-fff666.csv,370.0,0.0,0.0,0.0,0.0,0.0,5561,370.0,2210,0.0,253,2063,0.3974105376730804,0.0,0.37097644308577593
2022-10-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5402,312,11,2670,0,0,314,8,1480,0,0,634,October-2022-revised-110523-ggg777.csv,453.0,0.0,0.0,0.0,0.0,0.0,5725,453.0,2670,0.0,322,2114,0.4663755458515284,0.0,0.3692576419213974
2022-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5505,273,11,3010,0,0,410,8,1513,0,0,632,November-2022-revised-110523-hhh888.csv,436.0,0.0,0.0,0.0,0.0,0.0,5789,436.0,3010,0.0,418,2145,0.5199516324062878,0.0,0.3705303161167732
2022-12-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5784,244,14,3514,0,0,470,70,1609,0,0,603,December-2022-revised-110523-iii999.csv,424.0,0.0,0.0,0.0,0.0,0.0,6042,424.0,3514,0.0,540,2212,0.5815954981794108,0.0,0.3661039390930156
2023-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4725,283,14,2355,0,0,217,79,1466,0,0,556,January-2023-revised-110523-jjj10a.csv,499.0,0.0,0.0,0.0,0.0,0.0,5022,499.0,2355,0.0,296,2022,0.468936678614098,0.0,0.4026284348864994
2023-02-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4518,284,18,2337,0,0,223,0,1309,0,0,547,February-2023-revised-110523-kkk11b.csv,407.0,0.0,0.0,0.0,0.0,0.0,4820,407.0,2337,0.0,223,1856,0.48485477178423236,0.0,0.38506224066390043
2023-03-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5141,301,6,2536,0,0,400,3,1462,0,0,624,March-2023-revised-110523-lll12c.csv,432.0,0.0,0.0,0.0,0.0,0.0,5448,432.0,2536,0.0,403,2086,0.4654919236417034,0.0,0.3828928046989721
2023-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,4972,243,11,2392,0,0,391,14,1354,0,0,479,April-2023-revised-130624-defv1.csv,441.0,0.0,0.0,0.0,0.0,0.0,5226,441.0,2392,0.0,405,1833,0.4577114427860697,0.0,0.35074626865671643
2023-05-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5727,322,4,2219,0,0,237,16,1445,0,0,599,May-2023-revised-130624-aaabbdd.csv,397.0,0.0,0.0,0.0,0.0,0.0,6053,397.0,2219,0.0,253,2044,0.36659507682141085,0.0,0.3376837931604163
2023-06-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5704,259,8,1956,0,0,140,0,1432,0,0,552,June-2023-revised-130624-ndcvf47.csv,378.0,0.0,0.0,0.0,0.0,0.0,5971,378.0,1956,0.0,140,1984,0.32758331937698876,0.0,0.3322726511472115
2023-07-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5756,328,12,2335,0,0,168,0,1457,0,0,608,July-2023-revised-130624-ign340.csv,424.0,0.0,0.0,0.0,0.0,0.0,6096,424.0,2335,0.0,168,2065,0.38303805774278216,0.0,0.338746719160105
2023-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5562,296,0,2592,0,0,290,0,1518,0,0,544,August-2023-revised-130624-ndx091.csv,397.0,0.0,0.0,0.0,0.0,0.0,5858,397.0,2592,0.0,290,2062,0.4424718333902356,0.0,0.35199726869238646
2023-09-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5473,281,10,2546,0,0,253,44,1394,0,0,534,September-2023-revised-130624-odh304.csv,426.0,0.0,0.0,0.0,0.0,0.0,5764,426.0,2546,0.0,297,1928,0.44170714781401804,0.0,0.33448993754337264
2023-10-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5549,286,20,2832,0,0,408,142,1383,0,0,649,October-2023-revised-130624-nbe280.csv,490.0,0.0,0.0,0.0,0.0,0.0,5855,490.0,2832,0.0,550,2032,0.4836891545687447,0.0,0.3470538001707942
2023-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5400,266,10,3173,0,0,393,238,1450,0,0,601,November-2023-revised-130624-vmw208.csv,433.0,0.0,0.0,0.0,0.0,0.0,5676,433.0,3173,0.0,631,2051,0.5590204369274137,0.0,0.36134601832276253
2023-12-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5428,206,9,3174,0,0,475,143,1498,0,0,550,December-2023-revised-130624-nbe280.csv,548.0,0.0,0.0,0.0,0.0,0.0,5643,548.0,3174,0.0,618,2048,0.5624667729930888,0.0,0.36292752082225765
2024-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5592,247,18,3142,0,0,527,220,1550,0,0,584,January-2024-revised-130624-ddff.csv,521.0,0.0,0.0,0.0,0.0,0.0,5857,521.0,3142,0.0,747,2134,0.5364521085880143,0.0,0.36435035000853677
2024-02-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5220,241,14,2584,0,0,340,113,1619,0,0,560,February-2024-revised-130624-ef123ty.csv,480.0,0.0,0.0,0.0,0.0,0.0,5475,480.0,2584,0.0,453,2179,0.4719634703196347,0.0,0.3979908675799087
2024-03-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5682,264,20,2019,0,0,336,46,1630,0,0,592,March-2024-revised-130624-abcdef123.csv,527.0,0.0,0.0,0.0,0.0,0.0,5966,527.0,2019,0.0,382,2222,0.3384177003017097,0.0,0.3724438484746899
2024-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5567,264,13,1916,0,0,363,119,1479,0,0,563,Monthly-AE-April-2024-revised.csv,560.0,0.0,0.0,0.0,0.0,0.0,5844,560.0,1916,0.0,482,2042,0.3278576317590691,0.0,0.34941820670773444
2024-05-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6340,260,26,2487,0,0,431,151,1621,0,0,581,Monthly-AE-May-2024.csv,534.0,0.0,0.0,0.0,0.0,0.0,6626,534.0,2487,0.0,582,2202,0.37533957138545126,0.0,0.33232719589495924
2024-06-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6052,225,0,2440,0,0,489,178,1496,0,0,515,Monthly-AE-June-2024.csv,507.0,0.0,0.0,0.0,0.0,0.0,6277,507.0,2440,0.0,667,2011,0.38872072646168554,0.0,0.32037597578461047
2024-07-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6135,306,0,2461,0,0,465,112,1530,0,0,609,Monthly-AE-July-2024-revised.csv,462.0,0.0,0.0,0.0,0.0,0.0,6441,462.0,2461,0.0,577,2139,0.3820835274025772,0.0,0.33209129017233346
2024-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5712,250,0,2335,0,0,419,101,1463,0,0,504,Monthly-AE-August-2024.csv,466.0,0.0,0.0,0.0,0.0,0.0,5962,466.0,2335,0.0,520,1967,0.3916470982891647,0.0,0.32992284468299227
2024-09-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5682,255,0,2290,0,0,420,93,1421,0,0,532,Monthly-AE-September-2024.csv,462.0,0.0,0.0,0.0,0.0,0.0,5937,462.0,2290,0.0,513,1953,0.3857166919319522,0.0,0.32895401718039413
2024-10-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6010,243,0,2557,0,0,509,212,1591,0,0,543,Monthly-AE-October-2024-revised.csv,439.0,0.0,0.0,0.0,0.0,0.0,6253,439.0,2557,0.0,721,2134,0.40892371661602434,0.0,0.3412761874300336
2024-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5652,212,0,2577,0,0,528,135,1587,0,0,556,Monthly-AE-November-2024-revised.csv,513.0,0.0,0.0,0.0,0.0,0.0,5864,513.0,2577,0.0,663,2143,0.4394611186903138,0.0,0.36545020463847205
2024-12-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5809,202,0,2489,0,0,453,150,1661,0,0,559,Monthly-AE-December-2024.csv,557.0,0.0,0.0,0.0,0.0,0.0,6011,557.0,2489,0.0,603,2220,0.41407419730494094,0.0,0.36932290800199635
2025-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5350,250,0,2341,0,0,480,237,1554,0,0,562,Monthly-AE-January-2025.csv,567.0,0.0,0.0,0.0,0.0,0.0,5600,567.0,2341,0.0,717,2116,0.4180357142857143,0.0,0.37785714285714284
2025-02-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5169,217,0,2298,0,0,446,162,1442,0,0,488,Monthly-AE-February-2025-revised.csv,476.0,0.0,0.0,0.0,0.0,0.0,5386,476.0,2298,0.0,608,1930,0.4266617155588563,0.0,0.35833642777571484
2025-03-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5892,232,0,2541,0,0,440,223,1521,0,0,521,Monthly-AE-March-2025.csv,541.0,0.0,0.0,0.0,0.0,0.0,6124,541.0,2541,0.0,663,2042,0.4149248856956238,0.0,0.3334421946440235
2025-04-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5994,219,0,2246,0,0,381,116,1577,0,0,474,April-2025-CSV-revised.csv,516.0,0.0,0.0,0.0,0.0,0.0,6213,516.0,2246,0.0,497,2051,0.3615000804764204,0.0,0.3301142765169805
2025-05-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6214,198,0,2200,0,0,270,47,1592,0,0,468,May-2025-CSV-revised.csv,517.0,0.0,0.0,0.0,0.0,0.0,6412,517.0,2200,0.0,317,2060,0.3431066749844042,0.0,0.32127261384903305
2025-06-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6194,219,0,2095,0,0,328,99,1540,0,0,471,June-2025-CSV-revised.csv,479.0,0.0,0.0,0.0,0.0,0.0,6413,479.0,2095,0.0,427,2011,0.32668018088258227,0.0,0.3135817869951661
2025-07-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6345,196,0,1943,0,0,270,70,1626,0,0,452,July-2025-CSV-revised.csv,604.0,0.0,0.0,0.0,0.0,0.0,6541,604.0,1943,0.0,340,2078,0.2970493808286195,0.0,0.317688426846048
2025-08-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6036,215,0,2246,0,0,424,61,1635,0,0,467,August-2025-CSV-revised.csv,632.0,0.0,0.0,0.0,0.0,0.0,6251,632.0,2246,0.0,485,2102,0.3593025115981443,0.0,0.3362661974084147
2025-09-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5960,279,0,2336,0,0,456,154,1523,0,0,571,September-2025-CSV-revised.csv,487.0,0.0,0.0,0.0,0.0,0.0,6239,487.0,2336,0.0,610,2094,0.3744189774002244,0.0,0.3356307100496875
2025-10-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6305,255,0,2412,0,0,517,139,1673,0,0,585,October-2025-CSV-hg6dl.csv,528.0,0.0,0.0,0.0,0.0,0.0,6560,528.0,2412,0.0,656,2258,0.3676829268292683,0.0,0.3442073170731707
2025-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6085,235,0,2480,0,0,499,223,1509,0,0,618,November-2025-CSV-G9pr3.csv,490.0,0.0,0.0,0.0,0.0,0.0,6320,490.0,2480,0.0,722,2127,0.3924050632911392,0.0,0.3365506329113924
2025-12-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5866,239,0,2195,0,0,517,239,1637,0,0,611,December-2025-CSV-K7F4Sp.csv,491.0,0.0,0.0,0.0,0.0,0.0,6105,491.0,2195,0.0,756,2248,0.3595413595413595,0.0,0.3682227682227682
2026-01-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6127,211,0,2600,0,0,576,301,1704,0,0,536,January-2026-CSV-S6H81b.csv,474.0,0.0,0.0,0.0,0.0,0.0,6338,474.0,2600,0.0,877,2240,0.41022404544020197,0.0,0.35342379299463555
2026-02-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5277,197,0,2307,0,0,419,262,1427,0,0,490,February-2026-CSV-Dl8t54.csv,398.0,0.0,0.0,0.0,0.0,0.0,5474,398.0,2307,0.0,681,1917,0.42144683960540735,0.0,0.35020094994519546
2020-04-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2062,0,0,56,0,0,0,0,293,185,0,0,April-2020-revised-260421-abc123.csv,0.0,0.0,0.0,0.0,0.0,0.0,2062,0.0,56,0.0,0,478,0.027158098933074686,0.0,0.2318137730358875
2020-05-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2902,0,0,54,0,0,0,0,499,175,0,0,May-2020-revised-260421-de345.csv,0.0,0.0,0.0,0.0,0.0,0.0,2902,0.0,54,0.0,0,674,0.018607856650585803,0.0,0.23225361819434873
2020-06-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2969,0,0,37,0,0,0,0,555,189,0,0,June-2020-revised-260421-df453.csv,0.0,0.0,0.0,0.0,0.0,0.0,2969,0.0,37,0.0,0,744,0.012462108454024925,0.0,0.25058942404850115
2020-07-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3460,0,0,95,0,0,0,0,648,173,0,0,July-2020-revised-270421-cd305.csv,0.0,0.0,0.0,0.0,0.0,0.0,3460,0.0,95,0.0,0,821,0.02745664739884393,0.0,0.23728323699421966
2020-08-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3758,0,0,83,0,0,0,0,602,0,0,197,August-2020-revised-270421-gh920.csv,0.0,0.0,0.0,0.0,0.0,0.0,3758,0.0,83,0.0,0,799,0.022086216072378925,0.0,0.21261309207025014
2020-09-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4509,0,0,206,0,0,0,0,801,0,0,163,September-2020-revised-270421-jh930.csv,0.0,0.0,0.0,0.0,0.0,0.0,4509,0.0,206,0.0,0,964,0.04568640496784209,0.0,0.2137946329563096
2020-10-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3736,0,0,115,0,0,0,0,756,0,0,177,October-2020-revised-270421-dr302.csv,0.0,0.0,0.0,0.0,0.0,0.0,3736,0.0,115,0.0,0,933,0.030781584582441113,0.0,0.2497323340471092
2020-11-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3779,0,0,94,0,0,0,0,758,0,0,181,November-2020-revised-270421-fr452.csv,0.0,0.0,0.0,0.0,0.0,0.0,3779,0.0,94,0.0,0,939,0.02487430537179148,0.0,0.2484784334480021
2020-12-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3709,0,0,51,0,0,0,0,672,0,0,203,December-2020-revised-270421-fd675.csv,0.0,0.0,0.0,0.0,0.0,0.0,3709,0.0,51,0.0,0,875,0.013750337018064168,0.0,0.2359126449177676
